Algorithm,	Dimensions,	Mean,	Standard Deviation,	Iterations
diagnostic: cudaMalloc & cudaMemcpy x floats,	64,	0.000546333,	0.000032213,	64
diagnostic: cudaMalloc & cudaMemcpy x floats,	64,	0.000535246,	0.000100837,	128
diagnostic: cudaMalloc & cudaMemcpy x floats,	64,	0.000535130,	0.000061854,	256
diagnostic: cudaMalloc & cudaMemcpy x floats,	64,	0.000543914,	0.000053868,	512
diagnostic: cudaMalloc & cudaMemcpy x floats,	64,	0.000543800,	0.000050518,	1024
Algorithm,	Dimensions,	Mean,	Standard Deviation,	Iterations
diagnostic: cudaMalloc & cudaMemcpy x floats,	128,	0.000671535,	0.000092616,	2
diagnostic: cudaMalloc & cudaMemcpy x floats,	128,	0.000552146,	0.000014408,	4
diagnostic: cudaMalloc & cudaMemcpy x floats,	128,	0.000570379,	0.000042110,	8
diagnostic: cudaMalloc & cudaMemcpy x floats,	128,	0.000520802,	0.000016526,	16
diagnostic: cudaMalloc & cudaMemcpy x floats,	128,	0.000525284,	0.000017715,	32
diagnostic: cudaMalloc & cudaMemcpy x floats,	128,	0.000546897,	0.000048224,	64
diagnostic: cudaMalloc & cudaMemcpy x floats,	128,	0.000556484,	0.000054520,	128
diagnostic: cudaMalloc & cudaMemcpy x floats,	128,	0.000561756,	0.000061268,	256
diagnostic: cudaMalloc & cudaMemcpy x floats,	128,	0.000557934,	0.000043456,	512
diagnostic: cudaMalloc & cudaMemcpy x floats,	128,	0.000557726,	0.000045680,	1024
Algorithm,	Dimensions,	Mean,	Standard Deviation,	Iterations
diagnostic: cudaMalloc & cudaMemcpy x floats,	256,	0.000748936,	0.000077161,	2
diagnostic: cudaMalloc & cudaMemcpy x floats,	256,	0.000636418,	0.000032756,	4
diagnostic: cudaMalloc & cudaMemcpy x floats,	256,	0.000638943,	0.000020875,	8
diagnostic: cudaMalloc & cudaMemcpy x floats,	256,	0.000616414,	0.000032380,	16
diagnostic: cudaMalloc & cudaMemcpy x floats,	256,	0.000611799,	0.000031689,	32
diagnostic: cudaMalloc & cudaMemcpy x floats,	256,	0.000626388,	0.000040862,	64
diagnostic: cudaMalloc & cudaMemcpy x floats,	256,	0.000626577,	0.000033511,	128
diagnostic: cudaMalloc & cudaMemcpy x floats,	256,	0.000625895,	0.000063990,	256
diagnostic: cudaMalloc & cudaMemcpy x floats,	256,	0.000643867,	0.000185981,	512
diagnostic: cudaMalloc & cudaMemcpy x floats,	256,	0.000627181,	0.000145328,	1024
Algorithm,	Dimensions,	Mean,	Standard Deviation,	Iterations
diagnostic: cudaMalloc & cudaMemcpy x floats,	512,	0.001054737,	0.000150661,	2
diagnostic: cudaMalloc & cudaMemcpy x floats,	512,	0.000899957,	0.000027894,	4
diagnostic: cudaMalloc & cudaMemcpy x floats,	512,	0.000871281,	0.000035281,	8
diagnostic: cudaMalloc & cudaMemcpy x floats,	512,	0.000860113,	0.000033430,	16
diagnostic: cudaMalloc & cudaMemcpy x floats,	512,	0.000872264,	0.000063027,	32
diagnostic: cudaMalloc & cudaMemcpy x floats,	512,	0.000855188,	0.000028659,	64
diagnostic: cudaMalloc & cudaMemcpy x floats,	512,	0.000868149,	0.000065493,	128
diagnostic: cudaMalloc & cudaMemcpy x floats,	512,	0.000882119,	0.000054492,	256
diagnostic: cudaMalloc & cudaMemcpy x floats,	512,	0.000877275,	0.000050910,	512
diagnostic: cudaMalloc & cudaMemcpy x floats,	512,	0.000883344,	0.000070174,	1024
Algorithm,	Dimensions,	Mean,	Standard Deviation,	Iterations
diagnostic: cudaMalloc & cudaMemcpy x floats,	1024,	0.002106452,	0.000191428,	2
diagnostic: cudaMalloc & cudaMemcpy x floats,	1024,	0.001849868,	0.000010050,	4
diagnostic: cudaMalloc & cudaMemcpy x floats,	1024,	0.001866413,	0.000032198,	8
diagnostic: cudaMalloc & cudaMemcpy x floats,	1024,	0.001860583,	0.000038297,	16
diagnostic: cudaMalloc & cudaMemcpy x floats,	1024,	0.001868237,	0.000076980,	32
diagnostic: cudaMalloc & cudaMemcpy x floats,	1024,	0.001937885,	0.000151119,	64
diagnostic: cudaMalloc & cudaMemcpy x floats,	1024,	0.001934024,	0.000232433,	128
diagnostic: cudaMalloc & cudaMemcpy x floats,	1024,	0.001911085,	0.000066557,	256
diagnostic: cudaMalloc & cudaMemcpy x floats,	1024,	0.001915570,	0.000105266,	512
Algorithm,	Dimensions,	Mean,	Standard Deviation,	Iterations
diagnostic: launch x kernels,	2,	0.000012564,	0.000005200,	2
diagnostic: launch x kernels,	2,	0.000007860,	0.000001095,	4
diagnostic: launch x kernels,	2,	0.000007701,	0.000001217,	8
diagnostic: launch x kernels,	2,	0.000007448,	0.000001015,	16
diagnostic: launch x kernels,	2,	0.000008187,	0.000001339,	32
diagnostic: launch x kernels,	2,	0.000007758,	0.000001259,	64
diagnostic: launch x kernels,	2,	0.000007646,	0.000001391,	128
diagnostic: launch x kernels,	2,	0.000006548,	0.000000589,	256
diagnostic: launch x kernels,	2,	0.000013016,	0.000102990,	512
diagnostic: launch x kernels,	2,	0.000012921,	0.000109468,	1024
diagnostic: launch x kernels,	2,	0.000012585,	0.000104376,	2048
diagnostic: launch x kernels,	2,	0.000012699,	0.000105048,	4096
diagnostic: launch x kernels,	2,	0.000012815,	0.000107184,	8192
diagnostic: launch x kernels,	2,	0.000013154,	0.000110041,	16384
diagnostic: launch x kernels,	2,	0.000013069,	0.000110292,	32768
diagnostic: launch x kernels,	2,	0.000012725,	0.000106545,	65536
Algorithm,	Dimensions,	Mean,	Standard Deviation,	Iterations
diagnostic: launch x kernels,	4,	0.000019652,	0.000006187,	2
diagnostic: launch x kernels,	4,	0.000014548,	0.000001811,	4
diagnostic: launch x kernels,	4,	0.000014410,	0.000001900,	8
diagnostic: launch x kernels,	4,	0.000014765,	0.000001339,	16
diagnostic: launch x kernels,	4,	0.000014479,	0.000001961,	32
diagnostic: launch x kernels,	4,	0.000013088,	0.000000723,	64
diagnostic: launch x kernels,	4,	0.000045228,	0.000251555,	128
diagnostic: launch x kernels,	4,	0.000047126,	0.000250706,	256
diagnostic: launch x kernels,	4,	0.000050650,	0.000265497,	512
diagnostic: launch x kernels,	4,	0.000054284,	0.000275498,	1024
diagnostic: launch x kernels,	4,	0.000049958,	0.000261978,	2048
diagnostic: launch x kernels,	4,	0.000054580,	0.000282748,	4096
diagnostic: launch x kernels,	4,	0.000053394,	0.000232420,	8192
diagnostic: launch x kernels,	4,	0.000051810,	0.000273195,	16384
Algorithm,	Dimensions,	Mean,	Standard Deviation,	Iterations
diagnostic: launch x kernels,	8,	0.000041894,	0.000002490,	2
diagnostic: launch x kernels,	8,	0.000033576,	0.000003911,	4
diagnostic: launch x kernels,	8,	0.000030289,	0.000003353,	8
diagnostic: launch x kernels,	8,	0.000032776,	0.000005915,	16
diagnostic: launch x kernels,	8,	0.000029123,	0.000003203,	32
diagnostic: launch x kernels,	8,	0.000027013,	0.000004248,	64
diagnostic: launch x kernels,	8,	0.000058225,	0.000253413,	128
diagnostic: launch x kernels,	8,	0.000051549,	0.000219908,	256
diagnostic: launch x kernels,	8,	0.000050428,	0.000209564,	512
diagnostic: launch x kernels,	8,	0.000050586,	0.000210310,	1024
diagnostic: launch x kernels,	8,	0.000048494,	0.000202101,	2048
diagnostic: launch x kernels,	8,	0.000049408,	0.000206997,	4096
diagnostic: launch x kernels,	8,	0.000048828,	0.000203527,	8192
diagnostic: launch x kernels,	8,	0.000052848,	0.000208634,	16384
Algorithm,	Dimensions,	Mean,	Standard Deviation,	Iterations
diagnostic: launch x kernels,	16,	0.000082837,	0.000008606,	2
diagnostic: launch x kernels,	16,	0.000074684,	0.000004518,	4
diagnostic: launch x kernels,	16,	0.000064722,	0.000007549,	8
diagnostic: launch x kernels,	16,	0.000060407,	0.000005498,	16
diagnostic: launch x kernels,	16,	0.000055586,	0.000007513,	32
diagnostic: launch x kernels,	16,	0.000086531,	0.000252686,	64
diagnostic: launch x kernels,	16,	0.000102847,	0.000308665,	128
diagnostic: launch x kernels,	16,	0.000101653,	0.000309057,	256
diagnostic: launch x kernels,	16,	0.000106131,	0.000322501,	512
diagnostic: launch x kernels,	16,	0.000100137,	0.000302376,	1024
diagnostic: launch x kernels,	16,	0.000100616,	0.000299052,	2048
diagnostic: launch x kernels,	16,	0.000096711,	0.000285871,	4096
diagnostic: launch x kernels,	16,	0.000104277,	0.000299231,	8192
Algorithm,	Dimensions,	Mean,	Standard Deviation,	Iterations
diagnostic: launch x kernels,	32,	0.000901671,	0.000069542,	2
diagnostic: launch x kernels,	32,	0.000853928,	0.000012287,	4
diagnostic: launch x kernels,	32,	0.000897476,	0.000054586,	8
diagnostic: launch x kernels,	32,	0.000909629,	0.000068407,	16
diagnostic: launch x kernels,	32,	0.000262001,	0.000299431,	32
diagnostic: launch x kernels,	32,	0.000194660,	0.000398002,	64
diagnostic: launch x kernels,	32,	0.000229361,	0.000472172,	128
diagnostic: launch x kernels,	32,	0.000202538,	0.000428559,	256
diagnostic: launch x kernels,	32,	0.000193766,	0.000404576,	512
diagnostic: launch x kernels,	32,	0.000206188,	0.000437334,	1024
diagnostic: launch x kernels,	32,	0.000377261,	0.000678533,	2048
Algorithm,	Dimensions,	Mean,	Standard Deviation,	Iterations
diagnostic: launch x kernels,	64,	0.000448646,	0.000008772,	2
diagnostic: launch x kernels,	64,	0.000409036,	0.000016234,	4
diagnostic: launch x kernels,	64,	0.000608316,	0.000655543,	8
diagnostic: launch x kernels,	64,	0.000819080,	0.000908044,	16
diagnostic: launch x kernels,	64,	0.000814862,	0.000880389,	32
diagnostic: launch x kernels,	64,	0.000833371,	0.000934267,	64
diagnostic: launch x kernels,	64,	0.000813595,	0.000910245,	128
diagnostic: launch x kernels,	64,	0.000826353,	0.000911127,	256
diagnostic: launch x kernels,	64,	0.000793154,	0.000900870,	512
diagnostic: launch x kernels,	64,	0.000422239,	0.000509538,	1024
diagnostic: launch x kernels,	64,	0.000415804,	0.000506923,	2048
Algorithm,	Dimensions,	Mean,	Standard Deviation,	Iterations
diagnostic: launch x kernels,	128,	0.000462708,	0.000016060,	2
diagnostic: launch x kernels,	128,	0.000432556,	0.000008097,	4
diagnostic: launch x kernels,	128,	0.001846274,	0.000824780,	8
diagnostic: launch x kernels,	128,	0.001715114,	0.000970916,	16
diagnostic: launch x kernels,	128,	0.001359859,	0.001002316,	32
diagnostic: launch x kernels,	128,	0.000792311,	0.000772354,	64
diagnostic: launch x kernels,	128,	0.000765912,	0.000743143,	128
diagnostic: launch x kernels,	128,	0.000780377,	0.000749800,	256
diagnostic: launch x kernels,	128,	0.000791656,	0.000766203,	512
diagnostic: launch x kernels,	128,	0.000808522,	0.000830573,	1024
Algorithm,	Dimensions,	Mean,	Standard Deviation,	Iterations
diagnostic: launch x kernels,	256,	0.000904160,	0.000034089,	2
diagnostic: launch x kernels,	256,	0.003186517,	0.001546499,	4
diagnostic: launch x kernels,	256,	0.003457489,	0.000845191,	8
diagnostic: launch x kernels,	256,	0.002212988,	0.001370214,	16
diagnostic: launch x kernels,	256,	0.001638784,	0.001005790,	32
diagnostic: launch x kernels,	256,	0.001533439,	0.000950924,	64
diagnostic: launch x kernels,	256,	0.001577113,	0.000959119,	128
diagnostic: launch x kernels,	256,	0.001573494,	0.000964713,	256
diagnostic: launch x kernels,	256,	0.001550236,	0.000963148,	512
Algorithm,	Dimensions,	Mean,	Standard Deviation,	Iterations
diagnostic: launch x kernels,	512,	0.004688345,	0.001383645,	2
diagnostic: launch x kernels,	512,	0.006614984,	0.000779075,	4
diagnostic: launch x kernels,	512,	0.007686158,	0.001961732,	8
diagnostic: launch x kernels,	512,	0.006913076,	0.000969146,	16
diagnostic: launch x kernels,	512,	0.005744822,	0.001712297,	32
diagnostic: launch x kernels,	512,	0.006452058,	0.000804808,	64
diagnostic: launch x kernels,	512,	0.006630428,	0.000959308,	128
Algorithm,	Dimensions,	Mean,	Standard Deviation,	Iterations
diagnostic: launch x kernels,	1024,	0.009577950,	0.004017919,	2
diagnostic: launch x kernels,	1024,	0.012248589,	0.000946900,	4
diagnostic: launch x kernels,	1024,	0.013502125,	0.001287289,	8
diagnostic: launch x kernels,	1024,	0.012563430,	0.000973917,	16
diagnostic: launch x kernels,	1024,	0.015797504,	0.006395043,	32
Algorithm,	Dimensions,	Mean,	Standard Deviation,	Iterations
diagnostic: launch x kernels sequentially,	2,	0.000146499,	0.000018384,	2
diagnostic: launch x kernels sequentially,	2,	0.000100972,	0.000006613,	4
diagnostic: launch x kernels sequentially,	2,	0.000106148,	0.000007366,	8
diagnostic: launch x kernels sequentially,	2,	0.000104638,	0.000005260,	16
diagnostic: launch x kernels sequentially,	2,	0.000101999,	0.000002943,	32
diagnostic: launch x kernels sequentially,	2,	0.000104153,	0.000005346,	64
diagnostic: launch x kernels sequentially,	2,	0.000108408,	0.000010396,	128
diagnostic: launch x kernels sequentially,	2,	0.000126622,	0.000020092,	256
diagnostic: launch x kernels sequentially,	2,	0.000105734,	0.000014821,	512
diagnostic: launch x kernels sequentially,	2,	0.000106180,	0.000010921,	1024
diagnostic: launch x kernels sequentially,	2,	0.000104067,	0.000010930,	2048
diagnostic: launch x kernels sequentially,	2,	0.000107719,	0.000012465,	4096
diagnostic: launch x kernels sequentially,	2,	0.000106173,	0.000011490,	8192
Algorithm,	Dimensions,	Mean,	Standard Deviation,	Iterations
diagnostic: launch x kernels sequentially,	4,	0.000236880,	0.000009949,	2
diagnostic: launch x kernels sequentially,	4,	0.000219096,	0.000018464,	4
diagnostic: launch x kernels sequentially,	4,	0.000204040,	0.000002993,	8
diagnostic: launch x kernels sequentially,	4,	0.000212575,	0.000007640,	16
diagnostic: launch x kernels sequentially,	4,	0.000211932,	0.000008340,	32
diagnostic: launch x kernels sequentially,	4,	0.000209647,	0.000014729,	64
diagnostic: launch x kernels sequentially,	4,	0.000211072,	0.000014594,	128
diagnostic: launch x kernels sequentially,	4,	0.000212963,	0.000022522,	256
diagnostic: launch x kernels sequentially,	4,	0.000211152,	0.000016397,	512
diagnostic: launch x kernels sequentially,	4,	0.000220359,	0.000029868,	1024
diagnostic: launch x kernels sequentially,	4,	0.000221971,	0.000029146,	2048
diagnostic: launch x kernels sequentially,	4,	0.000214644,	0.000023717,	4096
Algorithm,	Dimensions,	Mean,	Standard Deviation,	Iterations
diagnostic: launch x kernels sequentially,	8,	0.000449588,	0.000042916,	2
diagnostic: launch x kernels sequentially,	8,	0.000401682,	0.000003068,	4
diagnostic: launch x kernels sequentially,	8,	0.000405765,	0.000009096,	8
diagnostic: launch x kernels sequentially,	8,	0.000421301,	0.000026746,	16
diagnostic: launch x kernels sequentially,	8,	0.000415600,	0.000026173,	32
diagnostic: launch x kernels sequentially,	8,	0.000421448,	0.000032768,	64
diagnostic: launch x kernels sequentially,	8,	0.000411694,	0.000026685,	128
diagnostic: launch x kernels sequentially,	8,	0.000413111,	0.000024643,	256
diagnostic: launch x kernels sequentially,	8,	0.000416882,	0.000026864,	512
diagnostic: launch x kernels sequentially,	8,	0.000423195,	0.000031463,	1024
diagnostic: launch x kernels sequentially,	8,	0.000431826,	0.000039425,	2048
Algorithm,	Dimensions,	Mean,	Standard Deviation,	Iterations
diagnostic: launch x kernels sequentially,	16,	0.000926067,	0.000024516,	2
diagnostic: launch x kernels sequentially,	16,	0.000864676,	0.000019235,	4
diagnostic: launch x kernels sequentially,	16,	0.000822327,	0.000005337,	8
diagnostic: launch x kernels sequentially,	16,	0.000863510,	0.000031909,	16
diagnostic: launch x kernels sequentially,	16,	0.000852593,	0.000051848,	32
diagnostic: launch x kernels sequentially,	16,	0.000857521,	0.000045633,	64
diagnostic: launch x kernels sequentially,	16,	0.000860090,	0.000052687,	128
diagnostic: launch x kernels sequentially,	16,	0.000878879,	0.000092928,	256
diagnostic: launch x kernels sequentially,	16,	0.000850066,	0.000044043,	512
diagnostic: launch x kernels sequentially,	16,	0.000905290,	0.000117279,	1024
Algorithm,	Dimensions,	Mean,	Standard Deviation,	Iterations
diagnostic: launch x kernels sequentially,	32,	0.001727503,	0.000028529,	2
diagnostic: launch x kernels sequentially,	32,	0.001707608,	0.000053906,	4
diagnostic: launch x kernels sequentially,	32,	0.001692724,	0.000047703,	8
diagnostic: launch x kernels sequentially,	32,	0.001694520,	0.000094201,	16
diagnostic: launch x kernels sequentially,	32,	0.001721549,	0.000078087,	32
diagnostic: launch x kernels sequentially,	32,	0.001708227,	0.000061082,	64
diagnostic: launch x kernels sequentially,	32,	0.001715926,	0.000080633,	128
diagnostic: launch x kernels sequentially,	32,	0.001739994,	0.000135904,	256
diagnostic: launch x kernels sequentially,	32,	0.001736069,	0.000161824,	512
Algorithm,	Dimensions,	Mean,	Standard Deviation,	Iterations
diagnostic: launch x kernels sequentially,	64,	0.003311942,	0.000001072,	2
diagnostic: launch x kernels sequentially,	64,	0.003442407,	0.000093881,	4
diagnostic: launch x kernels sequentially,	64,	0.003391935,	0.000068374,	8
diagnostic: launch x kernels sequentially,	64,	0.003358352,	0.000076383,	16
diagnostic: launch x kernels sequentially,	64,	0.003406912,	0.000078884,	32
diagnostic: launch x kernels sequentially,	64,	0.003418234,	0.000092273,	64
diagnostic: launch x kernels sequentially,	64,	0.003600172,	0.000414629,	128
diagnostic: launch x kernels sequentially,	64,	0.003535969,	0.000274450,	256
Algorithm,	Dimensions,	Mean,	Standard Deviation,	Iterations
diagnostic: launch x kernels sequentially,	128,	0.008583828,	0.000026643,	2
diagnostic: launch x kernels sequentially,	128,	0.006819980,	0.000100496,	4
diagnostic: launch x kernels sequentially,	128,	0.006763793,	0.000068907,	8
diagnostic: launch x kernels sequentially,	128,	0.006744790,	0.000145369,	16
diagnostic: launch x kernels sequentially,	128,	0.007090340,	0.000667070,	32
diagnostic: launch x kernels sequentially,	128,	0.006855400,	0.000222072,	64
diagnostic: launch x kernels sequentially,	128,	0.007173011,	0.000671672,	128
Algorithm,	Dimensions,	Mean,	Standard Deviation,	Iterations
diagnostic: launch x kernels sequentially,	256,	0.013582024,	0.000007442,	2
diagnostic: launch x kernels sequentially,	256,	0.013487741,	0.000366117,	4
diagnostic: launch x kernels sequentially,	256,	0.013272026,	0.000124531,	8
diagnostic: launch x kernels sequentially,	256,	0.013385824,	0.000244037,	16
diagnostic: launch x kernels sequentially,	256,	0.013628673,	0.000380713,	32
diagnostic: launch x kernels sequentially,	256,	0.013923064,	0.000915861,	64
Algorithm,	Dimensions,	Mean,	Standard Deviation,	Iterations
diagnostic: launch x kernels sequentially,	512,	0.027186000,	0.000018267,	2
diagnostic: launch x kernels sequentially,	512,	0.027260527,	0.000627573,	4
diagnostic: launch x kernels sequentially,	512,	0.026723430,	0.000240436,	8
diagnostic: launch x kernels sequentially,	512,	0.026872429,	0.000444366,	16
diagnostic: launch x kernels sequentially,	512,	0.027330476,	0.000714500,	32
Algorithm,	Dimensions,	Mean,	Standard Deviation,	Iterations
diagnostic: launch x kernels sequentially,	1024,	0.054559397,	0.000195500,	2
diagnostic: launch x kernels sequentially,	1024,	0.054543703,	0.000848748,	4
diagnostic: launch x kernels sequentially,	1024,	0.056283483,	0.002581700,	8
diagnostic: launch x kernels sequentially,	1024,	0.055592462,	0.003290530,	16
