Algorithm,	Dimensions,	Mean,	Standard Deviation,	Iterations
M3: shared memory multiplication,	8,	0.000548046,	0.000063852,	64
M3: shared memory multiplication,	8,	0.000530448,	0.000026276,	128
M3: shared memory multiplication,	8,	0.000533379,	0.000063388,	256
M3: shared memory multiplication,	8,	0.000532447,	0.000040747,	512
M3: shared memory multiplication,	8,	0.000532667,	0.000067217,	1024
Algorithm,	Dimensions,	Mean,	Standard Deviation,	Iterations
M3: shared memory multiplication,	16,	0.000892642,	0.000366539,	2
M3: shared memory multiplication,	16,	0.000580379,	0.000039586,	4
M3: shared memory multiplication,	16,	0.000531188,	0.000040667,	8
M3: shared memory multiplication,	16,	0.000527372,	0.000024909,	16
M3: shared memory multiplication,	16,	0.000528383,	0.000033389,	32
M3: shared memory multiplication,	16,	0.000550508,	0.000115937,	64
M3: shared memory multiplication,	16,	0.000535983,	0.000039677,	128
M3: shared memory multiplication,	16,	0.000524602,	0.000056562,	256
M3: shared memory multiplication,	16,	0.000510629,	0.000043614,	512
M3: shared memory multiplication,	16,	0.000516083,	0.000070762,	1024
Algorithm,	Dimensions,	Mean,	Standard Deviation,	Iterations
M3: shared memory multiplication,	32,	0.000970005,	0.000379489,	2
M3: shared memory multiplication,	32,	0.000531385,	0.000006161,	4
M3: shared memory multiplication,	32,	0.000526705,	0.000023414,	8
M3: shared memory multiplication,	32,	0.000508906,	0.000012430,	16
M3: shared memory multiplication,	32,	0.000533015,	0.000031872,	32
M3: shared memory multiplication,	32,	0.000512172,	0.000032459,	64
M3: shared memory multiplication,	32,	0.000530925,	0.000066370,	128
M3: shared memory multiplication,	32,	0.000506565,	0.000036167,	256
M3: shared memory multiplication,	32,	0.000527211,	0.000072779,	512
M3: shared memory multiplication,	32,	0.000537227,	0.000067416,	1024
Algorithm,	Dimensions,	Mean,	Standard Deviation,	Iterations
M3: shared memory multiplication,	64,	0.000952898,	0.000349979,	2
M3: shared memory multiplication,	64,	0.000513126,	0.000017382,	4
M3: shared memory multiplication,	64,	0.000499319,	0.000012076,	8
M3: shared memory multiplication,	64,	0.000521823,	0.000034423,	16
M3: shared memory multiplication,	64,	0.000513503,	0.000034221,	32
M3: shared memory multiplication,	64,	0.000544537,	0.000033285,	64
M3: shared memory multiplication,	64,	0.000541153,	0.000041098,	128
M3: shared memory multiplication,	64,	0.000531017,	0.000062357,	256
M3: shared memory multiplication,	64,	0.000534104,	0.000070633,	512
M3: shared memory multiplication,	64,	0.000537368,	0.000076179,	1024
Algorithm,	Dimensions,	Mean,	Standard Deviation,	Iterations
M3: shared memory multiplication,	128,	0.000941198,	0.000334751,	2
M3: shared memory multiplication,	128,	0.000597638,	0.000027503,	4
M3: shared memory multiplication,	128,	0.000603263,	0.000025092,	8
M3: shared memory multiplication,	128,	0.000609041,	0.000043544,	16
M3: shared memory multiplication,	128,	0.000626552,	0.000038468,	32
M3: shared memory multiplication,	128,	0.000621082,	0.000034633,	64
M3: shared memory multiplication,	128,	0.000617013,	0.000088497,	128
M3: shared memory multiplication,	128,	0.000618838,	0.000047594,	256
M3: shared memory multiplication,	128,	0.000621291,	0.000042265,	512
M3: shared memory multiplication,	128,	0.000623849,	0.000068443,	1024
Algorithm,	Dimensions,	Mean,	Standard Deviation,	Iterations
M3: shared memory multiplication,	256,	0.001321618,	0.000352485,	2
M3: shared memory multiplication,	256,	0.000966757,	0.000019147,	4
M3: shared memory multiplication,	256,	0.000957758,	0.000021717,	8
M3: shared memory multiplication,	256,	0.000947867,	0.000019271,	16
M3: shared memory multiplication,	256,	0.000951087,	0.000025909,	32
M3: shared memory multiplication,	256,	0.000982042,	0.000056859,	64
M3: shared memory multiplication,	256,	0.000967339,	0.000039524,	128
M3: shared memory multiplication,	256,	0.000948181,	0.000040704,	256
M3: shared memory multiplication,	256,	0.000931255,	0.000076305,	512
M3: shared memory multiplication,	256,	0.000928074,	0.000072546,	1024
Algorithm,	Dimensions,	Mean,	Standard Deviation,	Iterations
M3: shared memory multiplication,	512,	0.003182298,	0.000315891,	2
M3: shared memory multiplication,	512,	0.002915643,	0.000038065,	4
M3: shared memory multiplication,	512,	0.002769843,	0.000036045,	8
M3: shared memory multiplication,	512,	0.002824966,	0.000077432,	16
M3: shared memory multiplication,	512,	0.002771278,	0.000047579,	32
M3: shared memory multiplication,	512,	0.002787054,	0.000062797,	64
M3: shared memory multiplication,	512,	0.002849045,	0.000148487,	128
M3: shared memory multiplication,	512,	0.002790796,	0.000089491,	256
Algorithm,	Dimensions,	Mean,	Standard Deviation,	Iterations
M3: shared memory multiplication,	1024,	0.011994628,	0.000927115,	2
M3: shared memory multiplication,	1024,	0.011087243,	0.000081579,	4
M3: shared memory multiplication,	1024,	0.011175036,	0.000155544,	8
M3: shared memory multiplication,	1024,	0.011040830,	0.000087081,	16
M3: shared memory multiplication,	1024,	0.011073008,	0.000106599,	32
M3: shared memory multiplication,	1024,	0.011072866,	0.000107552,	64
Algorithm,	Dimensions,	Mean,	Standard Deviation,	Iterations
M3: qr cpu,	2,	0.000000636,	0.000000506,	2
M3: qr cpu,	2,	0.000000110,	0.000000012,	4
M3: qr cpu,	2,	0.000000100,	0.000000000,	8
M3: qr cpu,	2,	0.000000101,	0.000000006,	16
M3: qr cpu,	2,	0.000000102,	0.000000005,	32
M3: qr cpu,	2,	0.000000117,	0.000000009,	64
M3: qr cpu,	2,	0.000000109,	0.000000015,	128
M3: qr cpu,	2,	0.000000102,	0.000000007,	256
M3: qr cpu,	2,	0.000000103,	0.000000006,	512
M3: qr cpu,	2,	0.000000102,	0.000000005,	1024
M3: qr cpu,	2,	0.000000101,	0.000000006,	2048
M3: qr cpu,	2,	0.000000100,	0.000000006,	4096
M3: qr cpu,	2,	0.000000101,	0.000000088,	8192
M3: qr cpu,	2,	0.000000100,	0.000000007,	16384
M3: qr cpu,	2,	0.000000102,	0.000000175,	32768
M3: qr cpu,	2,	0.000000103,	0.000000034,	65536
M3: qr cpu,	2,	0.000000107,	0.000000048,	131072
M3: qr cpu,	2,	0.000000107,	0.000000098,	262144
M3: qr cpu,	2,	0.000000107,	0.000000052,	524288
M3: qr cpu,	2,	0.000000107,	0.000000066,	1048576
M3: qr cpu,	2,	0.000000107,	0.000000054,	2097152
M3: qr cpu,	2,	0.000000107,	0.000000057,	4194304
M3: qr cpu,	2,	0.000000107,	0.000000067,	8388608
Algorithm,	Dimensions,	Mean,	Standard Deviation,	Iterations
M3: qr cpu,	4,	0.000001027,	0.000000556,	2
M3: qr cpu,	4,	0.000000336,	0.000000047,	4
M3: qr cpu,	4,	0.000000293,	0.000000004,	8
M3: qr cpu,	4,	0.000000294,	0.000000005,	16
M3: qr cpu,	4,	0.000000298,	0.000000016,	32
M3: qr cpu,	4,	0.000000380,	0.000000017,	64
M3: qr cpu,	4,	0.000000429,	0.000001157,	128
M3: qr cpu,	4,	0.000000293,	0.000000005,	256
M3: qr cpu,	4,	0.000000294,	0.000000005,	512
M3: qr cpu,	4,	0.000000296,	0.000000005,	1024
M3: qr cpu,	4,	0.000000297,	0.000000005,	2048
M3: qr cpu,	4,	0.000000295,	0.000000006,	4096
M3: qr cpu,	4,	0.000000306,	0.000000056,	8192
M3: qr cpu,	4,	0.000000329,	0.000000186,	16384
M3: qr cpu,	4,	0.000000339,	0.000000061,	32768
M3: qr cpu,	4,	0.000000339,	0.000000144,	65536
M3: qr cpu,	4,	0.000000335,	0.000000095,	131072
M3: qr cpu,	4,	0.000000332,	0.000000127,	262144
M3: qr cpu,	4,	0.000000331,	0.000000170,	524288
M3: qr cpu,	4,	0.000000330,	0.000000128,	1048576
M3: qr cpu,	4,	0.000000329,	0.000000107,	2097152
Algorithm,	Dimensions,	Mean,	Standard Deviation,	Iterations
M3: qr cpu,	8,	0.000002479,	0.000000636,	2
M3: qr cpu,	8,	0.000001508,	0.000000063,	4
M3: qr cpu,	8,	0.000001472,	0.000000036,	8
M3: qr cpu,	8,	0.000001449,	0.000000017,	16
M3: qr cpu,	8,	0.000001464,	0.000000043,	32
M3: qr cpu,	8,	0.000001894,	0.000000059,	64
M3: qr cpu,	8,	0.000001611,	0.000000287,	128
M3: qr cpu,	8,	0.000001527,	0.000001244,	256
M3: qr cpu,	8,	0.000001444,	0.000000011,	512
M3: qr cpu,	8,	0.000001444,	0.000000157,	1024
M3: qr cpu,	8,	0.000001473,	0.000001315,	2048
M3: qr cpu,	8,	0.000001484,	0.000000454,	4096
M3: qr cpu,	8,	0.000001573,	0.000000284,	8192
M3: qr cpu,	8,	0.000001588,	0.000000342,	16384
M3: qr cpu,	8,	0.000001587,	0.000000585,	32768
M3: qr cpu,	8,	0.000001584,	0.000000484,	65536
M3: qr cpu,	8,	0.000001600,	0.000000426,	131072
M3: qr cpu,	8,	0.000001614,	0.000000292,	262144
M3: qr cpu,	8,	0.000001632,	0.000000288,	524288
Algorithm,	Dimensions,	Mean,	Standard Deviation,	Iterations
M3: qr cpu,	16,	0.000010956,	0.000000646,	2
M3: qr cpu,	16,	0.000009771,	0.000000069,	4
M3: qr cpu,	16,	0.000009716,	0.000000040,	8
M3: qr cpu,	16,	0.000009732,	0.000000024,	16
M3: qr cpu,	16,	0.000010114,	0.000002220,	32
M3: qr cpu,	16,	0.000011017,	0.000000409,	64
M3: qr cpu,	16,	0.000010302,	0.000001172,	128
M3: qr cpu,	16,	0.000009577,	0.000000296,	256
M3: qr cpu,	16,	0.000009885,	0.000001070,	512
M3: qr cpu,	16,	0.000010446,	0.000000772,	1024
M3: qr cpu,	16,	0.000010676,	0.000001404,	2048
M3: qr cpu,	16,	0.000010675,	0.000000741,	4096
M3: qr cpu,	16,	0.000010665,	0.000000465,	8192
M3: qr cpu,	16,	0.000010702,	0.000000496,	16384
M3: qr cpu,	16,	0.000010694,	0.000000613,	32768
M3: qr cpu,	16,	0.000010699,	0.000000583,	65536
Algorithm,	Dimensions,	Mean,	Standard Deviation,	Iterations
M3: qr cpu,	32,	0.000073155,	0.000000496,	2
M3: qr cpu,	32,	0.000071456,	0.000000093,	4
M3: qr cpu,	32,	0.000071475,	0.000000226,	8
M3: qr cpu,	32,	0.000071823,	0.000000098,	16
M3: qr cpu,	32,	0.000074005,	0.000001863,	32
M3: qr cpu,	32,	0.000087224,	0.000005805,	64
M3: qr cpu,	32,	0.000092060,	0.000010069,	128
M3: qr cpu,	32,	0.000084785,	0.000003736,	256
M3: qr cpu,	32,	0.000082044,	0.000002387,	512
M3: qr cpu,	32,	0.000081309,	0.000001738,	1024
M3: qr cpu,	32,	0.000080787,	0.000001619,	2048
M3: qr cpu,	32,	0.000080573,	0.000001688,	4096
M3: qr cpu,	32,	0.000080404,	0.000001606,	8192
Algorithm,	Dimensions,	Mean,	Standard Deviation,	Iterations
M3: qr cpu,	64,	0.000536849,	0.000000395,	2
M3: qr cpu,	64,	0.000535501,	0.000011411,	4
M3: qr cpu,	64,	0.000562146,	0.000016354,	8
M3: qr cpu,	64,	0.000623257,	0.000011463,	16
M3: qr cpu,	64,	0.000642993,	0.000016688,	32
M3: qr cpu,	64,	0.000660383,	0.000020670,	64
M3: qr cpu,	64,	0.000674865,	0.000056994,	128
M3: qr cpu,	64,	0.000611676,	0.000005959,	256
M3: qr cpu,	64,	0.000609279,	0.000005642,	512
M3: qr cpu,	64,	0.000609037,	0.000009193,	1024
Algorithm,	Dimensions,	Mean,	Standard Deviation,	Iterations
M3: qr cpu,	128,	0.004309063,	0.000072082,	2
M3: qr cpu,	128,	0.004715721,	0.000036899,	4
M3: qr cpu,	128,	0.004772655,	0.000043922,	8
M3: qr cpu,	128,	0.004746374,	0.000024601,	16
M3: qr cpu,	128,	0.004736472,	0.000044094,	32
M3: qr cpu,	128,	0.004972460,	0.000241030,	64
M3: qr cpu,	128,	0.005476878,	0.000385650,	128
Algorithm,	Dimensions,	Mean,	Standard Deviation,	Iterations
M3: qr cpu,	256,	0.038154044,	0.000626666,	2
M3: qr cpu,	256,	0.039626806,	0.000113170,	4
M3: qr cpu,	256,	0.039477860,	0.000262665,	8
M3: qr cpu,	256,	0.039392834,	0.000160358,	16
Algorithm,	Dimensions,	Mean,	Standard Deviation,	Iterations
M3: qr cpu,	512,	0.327670695,	0.000556910,	2
Algorithm,	Dimensions,	Mean,	Standard Deviation,	Iterations
M3: qr cpu,	1024,	2.818455445,	0.013926054,	2
Algorithm,	Dimensions,	Mean,	Standard Deviation,	Iterations
M3: qr gpu single core,	2,	0.323785715,	0.323091421,	2
Algorithm,	Dimensions,	Mean,	Standard Deviation,	Iterations
M3: qr gpu single core,	4,	0.001209071,	0.000579470,	2
M3: qr gpu single core,	4,	0.000605820,	0.000009805,	4
M3: qr gpu single core,	4,	0.000590327,	0.000021464,	8
M3: qr gpu single core,	4,	0.000610608,	0.000069195,	16
M3: qr gpu single core,	4,	0.000606590,	0.000038569,	32
M3: qr gpu single core,	4,	0.000608796,	0.000074365,	64
M3: qr gpu single core,	4,	0.000613190,	0.000060935,	128
M3: qr gpu single core,	4,	0.000609843,	0.000051961,	256
M3: qr gpu single core,	4,	0.000610661,	0.000066564,	512
M3: qr gpu single core,	4,	0.000618739,	0.000069772,	1024
Algorithm,	Dimensions,	Mean,	Standard Deviation,	Iterations
M3: qr gpu single core,	8,	0.001151957,	0.000496401,	2
M3: qr gpu single core,	8,	0.000604653,	0.000029901,	4
M3: qr gpu single core,	8,	0.000586557,	0.000016055,	8
M3: qr gpu single core,	8,	0.000596417,	0.000022644,	16
M3: qr gpu single core,	8,	0.000621428,	0.000061242,	32
M3: qr gpu single core,	8,	0.000627230,	0.000054385,	64
M3: qr gpu single core,	8,	0.000638184,	0.000055314,	128
M3: qr gpu single core,	8,	0.000626515,	0.000040654,	256
M3: qr gpu single core,	8,	0.000630408,	0.000069924,	512
M3: qr gpu single core,	8,	0.000632580,	0.000066931,	1024
Algorithm,	Dimensions,	Mean,	Standard Deviation,	Iterations
M3: qr gpu single core,	16,	0.001230257,	0.000503050,	2
M3: qr gpu single core,	16,	0.000698437,	0.000008449,	4
M3: qr gpu single core,	16,	0.000734982,	0.000035628,	8
M3: qr gpu single core,	16,	0.000714624,	0.000020615,	16
M3: qr gpu single core,	16,	0.000719791,	0.000033902,	32
M3: qr gpu single core,	16,	0.000719007,	0.000030061,	64
M3: qr gpu single core,	16,	0.000740771,	0.000041548,	128
M3: qr gpu single core,	16,	0.000742374,	0.000070892,	256
M3: qr gpu single core,	16,	0.000735950,	0.000036052,	512
M3: qr gpu single core,	16,	0.000746708,	0.000064326,	1024
Algorithm,	Dimensions,	Mean,	Standard Deviation,	Iterations
M3: qr gpu single core,	32,	0.001956005,	0.000598135,	2
M3: qr gpu single core,	32,	0.001350318,	0.000006401,	4
M3: qr gpu single core,	32,	0.001414822,	0.000069376,	8
M3: qr gpu single core,	32,	0.001398308,	0.000050869,	16
M3: qr gpu single core,	32,	0.001409097,	0.000061855,	32
M3: qr gpu single core,	32,	0.001388933,	0.000055395,	64
M3: qr gpu single core,	32,	0.001261101,	0.000091292,	128
M3: qr gpu single core,	32,	0.001222894,	0.000072515,	256
M3: qr gpu single core,	32,	0.001226429,	0.000046967,	512
Algorithm,	Dimensions,	Mean,	Standard Deviation,	Iterations
M3: qr gpu single core,	64,	0.005140937,	0.000427242,	2
M3: qr gpu single core,	64,	0.004688459,	0.000058142,	4
M3: qr gpu single core,	64,	0.004703162,	0.000062300,	8
M3: qr gpu single core,	64,	0.004756668,	0.000111472,	16
M3: qr gpu single core,	64,	0.004748892,	0.000103682,	32
M3: qr gpu single core,	64,	0.004704453,	0.000044241,	64
M3: qr gpu single core,	64,	0.005066475,	0.000137134,	128
Algorithm,	Dimensions,	Mean,	Standard Deviation,	Iterations
M3: qr gpu single core,	128,	0.031670967,	0.000554398,	2
M3: qr gpu single core,	128,	0.031046269,	0.000082524,	4
M3: qr gpu single core,	128,	0.031180142,	0.000098856,	8
M3: qr gpu single core,	128,	0.031142755,	0.000118830,	16
M3: qr gpu single core,	128,	0.030977577,	0.000095314,	32
Algorithm,	Dimensions,	Mean,	Standard Deviation,	Iterations
M3: qr gpu single core,	256,	0.313668651,	0.000510662,	2
Algorithm,	Dimensions,	Mean,	Standard Deviation,	Iterations
M3: qr gpu single core,	512,	5.581423744,	0.000497092,	2
Algorithm,	Dimensions,	Mean,	Standard Deviation,	Iterations
M3: qr gpu single core,	1024,	25.118937238,	24.176791185,	2
Algorithm,	Dimensions,	Mean,	Standard Deviation,	Iterations
M3: qr gpu parallel max,	2,	0.001416185,	0.000547524,	2
M3: qr gpu parallel max,	2,	0.000831063,	0.000015377,	4
M3: qr gpu parallel max,	2,	0.000821736,	0.000023315,	8
M3: qr gpu parallel max,	2,	0.000878845,	0.000083770,	16
M3: qr gpu parallel max,	2,	0.000847995,	0.000145895,	32
M3: qr gpu parallel max,	2,	0.000821998,	0.000078214,	64
M3: qr gpu parallel max,	2,	0.000818472,	0.000085296,	128
M3: qr gpu parallel max,	2,	0.000820608,	0.000108208,	256
M3: qr gpu parallel max,	2,	0.000821090,	0.000111541,	512
M3: qr gpu parallel max,	2,	0.000832039,	0.000112328,	1024
Algorithm,	Dimensions,	Mean,	Standard Deviation,	Iterations
M3: qr gpu parallel max,	4,	0.001974982,	0.000534865,	2
M3: qr gpu parallel max,	4,	0.001344135,	0.000019345,	4
M3: qr gpu parallel max,	4,	0.001482744,	0.000244011,	8
M3: qr gpu parallel max,	4,	0.001451395,	0.000179527,	16
M3: qr gpu parallel max,	4,	0.001428182,	0.000120454,	32
M3: qr gpu parallel max,	4,	0.001403205,	0.000125733,	64
M3: qr gpu parallel max,	4,	0.001390538,	0.000089756,	128
M3: qr gpu parallel max,	4,	0.001402338,	0.000147212,	256
M3: qr gpu parallel max,	4,	0.001405516,	0.000129921,	512
Algorithm,	Dimensions,	Mean,	Standard Deviation,	Iterations
M3: qr gpu parallel max,	8,	0.003845584,	0.000476021,	2
M3: qr gpu parallel max,	8,	0.003155916,	0.000161873,	4
M3: qr gpu parallel max,	8,	0.003408719,	0.000339481,	8
M3: qr gpu parallel max,	8,	0.003162566,	0.000215996,	16
M3: qr gpu parallel max,	8,	0.003208955,	0.000216667,	32
M3: qr gpu parallel max,	8,	0.003313204,	0.000436126,	64
M3: qr gpu parallel max,	8,	0.003175670,	0.000202577,	128
M3: qr gpu parallel max,	8,	0.003238058,	0.000246354,	256
Algorithm,	Dimensions,	Mean,	Standard Deviation,	Iterations
M3: qr gpu parallel max,	16,	0.011307084,	0.000958449,	2
M3: qr gpu parallel max,	16,	0.009942041,	0.000320636,	4
M3: qr gpu parallel max,	16,	0.009784127,	0.000297568,	8
M3: qr gpu parallel max,	16,	0.009388628,	0.000233480,	16
M3: qr gpu parallel max,	16,	0.009650511,	0.000450086,	32
M3: qr gpu parallel max,	16,	0.009818902,	0.000465309,	64
Algorithm,	Dimensions,	Mean,	Standard Deviation,	Iterations
M3: qr gpu parallel max,	32,	0.038219661,	0.001942335,	2
M3: qr gpu parallel max,	32,	0.036045677,	0.001253552,	4
M3: qr gpu parallel max,	32,	0.034847719,	0.001108635,	8
M3: qr gpu parallel max,	32,	0.034686511,	0.000905884,	16
Algorithm,	Dimensions,	Mean,	Standard Deviation,	Iterations
M3: qr gpu parallel max,	64,	0.133554401,	0.005444860,	2
M3: qr gpu parallel max,	64,	0.137351470,	0.003064091,	4
Algorithm,	Dimensions,	Mean,	Standard Deviation,	Iterations
M3: qr gpu parallel max,	128,	0.527065131,	0.006229285,	2
Algorithm,	Dimensions,	Mean,	Standard Deviation,	Iterations
M3: qr gpu parallel max,	256,	2.102567731,	0.003582232,	2
Algorithm,	Dimensions,	Mean,	Standard Deviation,	Iterations
M3: qr gpu parallel max,	512,	9.332298721,	0.845895909,	2
Algorithm,	Dimensions,	Mean,	Standard Deviation,	Iterations
M3: qr gpu parallel max,	1024,	40.094180082,	0.632012778,	2
