Algorithm,	Dimensions,	Mean,	Standard Deviation,	Iterations
M1: multiplication gpu multi core unwrapping i and j,	256,	0.000611202,	0.000024130,	128
M1: multiplication gpu multi core unwrapping i and j,	256,	0.000615384,	0.000055357,	256
M1: multiplication gpu multi core unwrapping i and j,	256,	0.000610739,	0.000050664,	512
M1: multiplication gpu multi core unwrapping i and j,	256,	0.000619848,	0.000041566,	1024
Algorithm,	Dimensions,	Mean,	Standard Deviation,	Iterations
M1: multiplication gpu multi core unwrapping i and j,	512,	0.002022914,	0.000567786,	2
M1: multiplication gpu multi core unwrapping i and j,	512,	0.001357344,	0.000114838,	4
M1: multiplication gpu multi core unwrapping i and j,	512,	0.001373704,	0.000087524,	8
M1: multiplication gpu multi core unwrapping i and j,	512,	0.001397614,	0.000115088,	16
M1: multiplication gpu multi core unwrapping i and j,	512,	0.001401814,	0.000080967,	32
M1: multiplication gpu multi core unwrapping i and j,	512,	0.001380677,	0.000057530,	64
M1: multiplication gpu multi core unwrapping i and j,	512,	0.001394177,	0.000076983,	128
M1: multiplication gpu multi core unwrapping i and j,	512,	0.001379537,	0.000059965,	256
M1: multiplication gpu multi core unwrapping i and j,	512,	0.001354639,	0.000065382,	512
Algorithm,	Dimensions,	Mean,	Standard Deviation,	Iterations
M1: multiplication gpu multi core unwrapping i and j,	1024,	0.004863622,	0.000740445,	2
M1: multiplication gpu multi core unwrapping i and j,	1024,	0.004127584,	0.000214034,	4
M1: multiplication gpu multi core unwrapping i and j,	1024,	0.003925832,	0.000045311,	8
M1: multiplication gpu multi core unwrapping i and j,	1024,	0.003944656,	0.000072583,	16
M1: multiplication gpu multi core unwrapping i and j,	1024,	0.003891971,	0.000099452,	32
M1: multiplication gpu multi core unwrapping i and j,	1024,	0.003853689,	0.000096771,	64
M1: multiplication gpu multi core unwrapping i and j,	1024,	0.003854054,	0.000090988,	128
M1: multiplication gpu multi core unwrapping i and j,	1024,	0.003855811,	0.000105752,	256
