Algorithm,	Dimensions,	Mean,	Standard Deviation,	Iterations
2d addition cpu,	4,	0.000000275,	0.000000124,	2
2d addition cpu,	4,	0.000000136,	0.000000005,	4
2d addition cpu,	4,	0.000000100,	0.000000003,	8
2d addition cpu,	4,	0.000000110,	0.000000013,	16
2d addition cpu,	4,	0.000000111,	0.000000013,	32
2d addition cpu,	4,	0.000000120,	0.000000006,	64
2d addition cpu,	4,	0.000000112,	0.000000011,	128
2d addition cpu,	4,	0.000000111,	0.000000015,	256
2d addition cpu,	4,	0.000000117,	0.000000013,	512
2d addition cpu,	4,	0.000000112,	0.000000018,	1024
2d addition cpu,	4,	0.000000093,	0.000000011,	2048
2d addition cpu,	4,	0.000000090,	0.000000010,	4096
2d addition cpu,	4,	0.000000088,	0.000000013,	8192
2d addition cpu,	4,	0.000000089,	0.000000010,	16384
2d addition cpu,	4,	0.000000094,	0.000000015,	32768
2d addition cpu,	4,	0.000000092,	0.000000013,	65536
2d addition cpu,	4,	0.000000091,	0.000000012,	131072
2d addition cpu,	4,	0.000000090,	0.000000011,	262144
2d addition cpu,	4,	0.000000089,	0.000000012,	524288
2d addition cpu,	4,	0.000000091,	0.000000012,	1048576
2d addition cpu,	4,	0.000000090,	0.000000012,	2097152
2d addition cpu,	4,	0.000000088,	0.000000012,	4194304
2d addition cpu,	4,	0.000000089,	0.000000012,	8388608
Algorithm,	Dimensions,	Mean,	Standard Deviation,	Iterations
2d addition cpu,	8,	0.000000410,	0.000000121,	2
2d addition cpu,	8,	0.000000248,	0.000000008,	4
2d addition cpu,	8,	0.000000268,	0.000000019,	8
2d addition cpu,	8,	0.000000244,	0.000000018,	16
2d addition cpu,	8,	0.000000245,	0.000000017,	32
2d addition cpu,	8,	0.000000245,	0.000000015,	64
2d addition cpu,	8,	0.000000246,	0.000000017,	128
2d addition cpu,	8,	0.000000246,	0.000000017,	256
2d addition cpu,	8,	0.000000248,	0.000000017,	512
2d addition cpu,	8,	0.000000247,	0.000000017,	1024
2d addition cpu,	8,	0.000000261,	0.000000035,	2048
2d addition cpu,	8,	0.000000249,	0.000000021,	4096
2d addition cpu,	8,	0.000000250,	0.000000022,	8192
2d addition cpu,	8,	0.000000250,	0.000000019,	16384
2d addition cpu,	8,	0.000000255,	0.000000023,	32768
2d addition cpu,	8,	0.000000253,	0.000000022,	65536
2d addition cpu,	8,	0.000000253,	0.000000021,	131072
2d addition cpu,	8,	0.000000256,	0.000000020,	262144
2d addition cpu,	8,	0.000000256,	0.000000022,	524288
2d addition cpu,	8,	0.000000267,	0.000000029,	1048576
2d addition cpu,	8,	0.000000254,	0.000000021,	2097152
Algorithm,	Dimensions,	Mean,	Standard Deviation,	Iterations
2d addition cpu,	16,	0.000001208,	0.000000115,	2
2d addition cpu,	16,	0.000001042,	0.000000010,	4
2d addition cpu,	16,	0.000001052,	0.000000020,	8
2d addition cpu,	16,	0.000001041,	0.000000017,	16
2d addition cpu,	16,	0.000001065,	0.000000022,	32
2d addition cpu,	16,	0.000001054,	0.000000020,	64
2d addition cpu,	16,	0.000000954,	0.000000102,	128
2d addition cpu,	16,	0.000000842,	0.000000015,	256
2d addition cpu,	16,	0.000000886,	0.000000075,	512
2d addition cpu,	16,	0.000000836,	0.000000036,	1024
2d addition cpu,	16,	0.000000830,	0.000000019,	2048
2d addition cpu,	16,	0.000000831,	0.000000025,	4096
2d addition cpu,	16,	0.000000829,	0.000000021,	8192
2d addition cpu,	16,	0.000000858,	0.000000049,	16384
2d addition cpu,	16,	0.000000839,	0.000000024,	32768
2d addition cpu,	16,	0.000000861,	0.000000030,	65536
2d addition cpu,	16,	0.000000858,	0.000000036,	131072
2d addition cpu,	16,	0.000000854,	0.000000034,	262144
2d addition cpu,	16,	0.000000848,	0.000000032,	524288
2d addition cpu,	16,	0.000000858,	0.000000038,	1048576
Algorithm,	Dimensions,	Mean,	Standard Deviation,	Iterations
2d addition cpu,	32,	0.000003496,	0.000000170,	2
2d addition cpu,	32,	0.000003352,	0.000000055,	4
2d addition cpu,	32,	0.000003338,	0.000000044,	8
2d addition cpu,	32,	0.000005316,	0.000003720,	16
2d addition cpu,	32,	0.000003351,	0.000000037,	32
2d addition cpu,	32,	0.000003358,	0.000000047,	64
2d addition cpu,	32,	0.000003316,	0.000000101,	128
2d addition cpu,	32,	0.000003268,	0.000000045,	256
2d addition cpu,	32,	0.000003308,	0.000000058,	512
2d addition cpu,	32,	0.000003326,	0.000000079,	1024
2d addition cpu,	32,	0.000003290,	0.000000063,	2048
2d addition cpu,	32,	0.000003305,	0.000000067,	4096
2d addition cpu,	32,	0.000003318,	0.000000080,	8192
2d addition cpu,	32,	0.000003408,	0.000000137,	16384
2d addition cpu,	32,	0.000003317,	0.000000074,	32768
2d addition cpu,	32,	0.000003366,	0.000000103,	65536
2d addition cpu,	32,	0.000003377,	0.000000110,	131072
2d addition cpu,	32,	0.000003377,	0.000000100,	262144
Algorithm,	Dimensions,	Mean,	Standard Deviation,	Iterations
2d addition cpu,	64,	0.000013260,	0.000000165,	2
2d addition cpu,	64,	0.000013433,	0.000000152,	4
2d addition cpu,	64,	0.000013602,	0.000000065,	8
2d addition cpu,	64,	0.000013519,	0.000000161,	16
2d addition cpu,	64,	0.000013593,	0.000000066,	32
2d addition cpu,	64,	0.000013559,	0.000000103,	64
2d addition cpu,	64,	0.000013049,	0.000000126,	128
2d addition cpu,	64,	0.000013285,	0.000000194,	256
2d addition cpu,	64,	0.000013336,	0.000000187,	512
2d addition cpu,	64,	0.000013024,	0.000000220,	1024
2d addition cpu,	64,	0.000013005,	0.000000180,	2048
2d addition cpu,	64,	0.000013437,	0.000000681,	4096
2d addition cpu,	64,	0.000013101,	0.000000432,	8192
2d addition cpu,	64,	0.000013110,	0.000000432,	16384
2d addition cpu,	64,	0.000013102,	0.000000345,	32768
2d addition cpu,	64,	0.000013107,	0.000000403,	65536
Algorithm,	Dimensions,	Mean,	Standard Deviation,	Iterations
2d addition cpu,	128,	0.000052745,	0.000000195,	2
2d addition cpu,	128,	0.000052597,	0.000000113,	4
2d addition cpu,	128,	0.000052292,	0.000000086,	8
2d addition cpu,	128,	0.000052271,	0.000000074,	16
2d addition cpu,	128,	0.000052157,	0.000000195,	32
2d addition cpu,	128,	0.000055390,	0.000006028,	64
2d addition cpu,	128,	0.000051514,	0.000001475,	128
2d addition cpu,	128,	0.000051923,	0.000002621,	256
2d addition cpu,	128,	0.000051412,	0.000001717,	512
2d addition cpu,	128,	0.000052084,	0.000001306,	1024
2d addition cpu,	128,	0.000051444,	0.000001461,	2048
2d addition cpu,	128,	0.000053324,	0.000002445,	4096
2d addition cpu,	128,	0.000051593,	0.000001239,	8192
2d addition cpu,	128,	0.000051610,	0.000001465,	16384
Algorithm,	Dimensions,	Mean,	Standard Deviation,	Iterations
2d addition cpu,	256,	0.000215299,	0.000012694,	2
2d addition cpu,	256,	0.000202860,	0.000000137,	4
2d addition cpu,	256,	0.000203760,	0.000005872,	8
2d addition cpu,	256,	0.000202584,	0.000001883,	16
2d addition cpu,	256,	0.000197515,	0.000001785,	32
2d addition cpu,	256,	0.000200013,	0.000002485,	64
2d addition cpu,	256,	0.000202058,	0.000003772,	128
2d addition cpu,	256,	0.000207259,	0.000004525,	256
2d addition cpu,	256,	0.000205300,	0.000003850,	512
2d addition cpu,	256,	0.000205794,	0.000005867,	1024
2d addition cpu,	256,	0.000206237,	0.000005268,	2048
2d addition cpu,	256,	0.000204890,	0.000004250,	4096
Algorithm,	Dimensions,	Mean,	Standard Deviation,	Iterations
2d addition cpu,	512,	0.000803725,	0.000002044,	2
2d addition cpu,	512,	0.000800354,	0.000005005,	4
2d addition cpu,	512,	0.000839954,	0.000049158,	8
2d addition cpu,	512,	0.000815152,	0.000008665,	16
2d addition cpu,	512,	0.000826775,	0.000021510,	32
2d addition cpu,	512,	0.000926759,	0.000095700,	64
2d addition cpu,	512,	0.000823805,	0.000019242,	128
2d addition cpu,	512,	0.000813118,	0.000017787,	256
2d addition cpu,	512,	0.000857977,	0.000062314,	512
2d addition cpu,	512,	0.000823667,	0.000016140,	1024
